id,Geographic Area Name,Income,zcta
8600000US90001,ZCTA5 90001,43360.0,90001
8600000US90002,ZCTA5 90002,37285.0,90002
8600000US90003,ZCTA5 90003,40598.0,90003
8600000US90004,ZCTA5 90004,49675.0,90004
8600000US90005,ZCTA5 90005,38491.0,90005
8600000US90006,ZCTA5 90006,37072.0,90006
8600000US90007,ZCTA5 90007,27406.0,90007
8600000US90008,ZCTA5 90008,43364.0,90008
8600000US90010,ZCTA5 90010,63112.0,90010
8600000US90011,ZCTA5 90011,40940.0,90011
8600000US90012,ZCTA5 90012,47027.0,90012
8600000US90013,ZCTA5 90013,22316.0,90013
8600000US90014,ZCTA5 90014,40641.0,90014
8600000US90015,ZCTA5 90015,43890.0,90015
8600000US90016,ZCTA5 90016,48715.0,90016
8600000US90017,ZCTA5 90017,35605.0,90017
8600000US90018,ZCTA5 90018,45984.0,90018
8600000US90019,ZCTA5 90019,56389.0,90019
8600000US90020,ZCTA5 90020,49068.0,90020
8600000US90021,ZCTA5 90021,21635.0,90021
8600000US90022,ZCTA5 90022,46051.0,90022
8600000US90023,ZCTA5 90023,42972.0,90023
8600000US90024,ZCTA5 90024,65855.0,90024
8600000US90025,ZCTA5 90025,87280.0,90025
8600000US90026,ZCTA5 90026,65269.0,90026
8600000US90027,ZCTA5 90027,66947.0,90027
8600000US90028,ZCTA5 90028,45499.0,90028
8600000US90029,ZCTA5 90029,41998.0,90029
8600000US90031,ZCTA5 90031,48479.0,90031
8600000US90032,ZCTA5 90032,57225.0,90032
8600000US90033,ZCTA5 90033,38266.0,90033
8600000US90034,ZCTA5 90034,75714.0,90034
8600000US90035,ZCTA5 90035,89337.0,90035
8600000US90036,ZCTA5 90036,80539.0,90036
8600000US90037,ZCTA5 90037,35424.0,90037
8600000US90038,ZCTA5 90038,47116.0,90038
8600000US90039,ZCTA5 90039,90538.0,90039
8600000US90040,ZCTA5 90040,47120.0,90040
8600000US90041,ZCTA5 90041,85971.0,90041
8600000US90042,ZCTA5 90042,64267.0,90042
8600000US90043,ZCTA5 90043,54729.0,90043
8600000US90044,ZCTA5 90044,35981.0,90044
8600000US90045,ZCTA5 90045,104578.0,90045
8600000US90046,ZCTA5 90046,72266.0,90046
8600000US90047,ZCTA5 90047,52605.0,90047
8600000US90048,ZCTA5 90048,100586.0,90048
8600000US90049,ZCTA5 90049,129688.0,90049
8600000US90056,ZCTA5 90056,92656.0,90056
8600000US90057,ZCTA5 90057,37700.0,90057
8600000US90058,ZCTA5 90058,21964.0,90058
8600000US90059,ZCTA5 90059,44838.0,90059
8600000US90061,ZCTA5 90061,42500.0,90061
8600000US90062,ZCTA5 90062,49443.0,90062
8600000US90063,ZCTA5 90063,48559.0,90063
8600000US90064,ZCTA5 90064,102117.0,90064
8600000US90065,ZCTA5 90065,67479.0,90065
8600000US90066,ZCTA5 90066,83899.0,90066
8600000US90067,ZCTA5 90067,118393.0,90067
8600000US90068,ZCTA5 90068,88535.0,90068
8600000US90069,ZCTA5 90069,93380.0,90069
8600000US90071,ZCTA5 90071,61875.0,90071
8600000US90073,ZCTA5 90073,76437.11,90073
8600000US90077,ZCTA5 90077,209531.0,90077
8600000US90079,ZCTA5 90079,76437.11,90079
8600000US90089,ZCTA5 90089,76437.11,90089
8600000US90090,ZCTA5 90090,76437.11,90090
8600000US90094,ZCTA5 90094,155417.0,90094
8600000US90095,ZCTA5 90095,76437.11,90095
8600000US90201,ZCTA5 90201,44046.0,90201
8600000US90210,ZCTA5 90210,147270.0,90210
8600000US90211,ZCTA5 90211,86437.0,90211
8600000US90212,ZCTA5 90212,95080.0,90212
8600000US90220,ZCTA5 90220,57074.0,90220
8600000US90221,ZCTA5 90221,51377.0,90221
8600000US90222,ZCTA5 90222,49894.0,90222
8600000US90230,ZCTA5 90230,85524.0,90230
8600000US90232,ZCTA5 90232,90467.0,90232
8600000US90240,ZCTA5 90240,86383.0,90240
8600000US90241,ZCTA5 90241,72715.0,90241
8600000US90242,ZCTA5 90242,71233.0,90242
8600000US90245,ZCTA5 90245,109577.0,90245
8600000US90247,ZCTA5 90247,55561.0,90247
8600000US90248,ZCTA5 90248,61448.0,90248
8600000US90249,ZCTA5 90249,60669.0,90249
8600000US90250,ZCTA5 90250,56304.0,90250
8600000US90254,ZCTA5 90254,136702.0,90254
8600000US90255,ZCTA5 90255,44962.0,90255
8600000US90260,ZCTA5 90260,65340.0,90260
8600000US90262,ZCTA5 90262,52313.0,90262
8600000US90263,ZCTA5 90263,76437.11,90263
8600000US90265,ZCTA5 90265,152378.0,90265
8600000US90266,ZCTA5 90266,153023.0,90266
8600000US90270,ZCTA5 90270,44124.0,90270
8600000US90272,ZCTA5 90272,192500.0,90272
8600000US90274,ZCTA5 90274,169919.0,90274
8600000US90275,ZCTA5 90275,138293.0,90275
8600000US90277,ZCTA5 90277,106185.0,90277
8600000US90278,ZCTA5 90278,116783.0,90278
8600000US90280,ZCTA5 90280,52321.0,90280
8600000US90290,ZCTA5 90290,129772.0,90290
8600000US90291,ZCTA5 90291,99652.0,90291
8600000US90292,ZCTA5 90292,114726.0,90292
8600000US90293,ZCTA5 90293,105865.0,90293
8600000US90301,ZCTA5 90301,47464.0,90301
8600000US90302,ZCTA5 90302,51850.0,90302
8600000US90303,ZCTA5 90303,55897.0,90303
8600000US90304,ZCTA5 90304,49120.0,90304
8600000US90305,ZCTA5 90305,80165.0,90305
8600000US90401,ZCTA5 90401,82681.0,90401
8600000US90402,ZCTA5 90402,154583.0,90402
8600000US90403,ZCTA5 90403,107420.0,90403
8600000US90404,ZCTA5 90404,78542.0,90404
8600000US90405,ZCTA5 90405,95674.0,90405
8600000US90501,ZCTA5 90501,71712.0,90501
8600000US90502,ZCTA5 90502,73826.0,90502
8600000US90503,ZCTA5 90503,93063.0,90503
8600000US90504,ZCTA5 90504,90210.0,90504
8600000US90505,ZCTA5 90505,99764.0,90505
8600000US90506,ZCTA5 90506,76437.11,90506
8600000US90601,ZCTA5 90601,76732.0,90601
8600000US90602,ZCTA5 90602,55216.0,90602
8600000US90603,ZCTA5 90603,103535.0,90603
8600000US90604,ZCTA5 90604,74944.0,90604
8600000US90605,ZCTA5 90605,78297.0,90605
8600000US90606,ZCTA5 90606,74986.0,90606
8600000US90620,ZCTA5 90620,91512.0,90620
8600000US90621,ZCTA5 90621,67650.0,90621
8600000US90623,ZCTA5 90623,107480.0,90623
8600000US90630,ZCTA5 90630,93183.0,90630
8600000US90631,ZCTA5 90631,83629.0,90631
8600000US90638,ZCTA5 90638,95723.0,90638
8600000US90640,ZCTA5 90640,56009.0,90640
8600000US90650,ZCTA5 90650,70667.0,90650
8600000US90660,ZCTA5 90660,67636.0,90660
8600000US90670,ZCTA5 90670,71343.0,90670
8600000US90680,ZCTA5 90680,59220.0,90680
8600000US90701,ZCTA5 90701,67765.0,90701
8600000US90703,ZCTA5 90703,105832.0,90703
8600000US90704,ZCTA5 90704,73287.0,90704
8600000US90706,ZCTA5 90706,60011.0,90706
8600000US90710,ZCTA5 90710,63907.0,90710
8600000US90712,ZCTA5 90712,96634.0,90712
8600000US90713,ZCTA5 90713,102970.0,90713
8600000US90715,ZCTA5 90715,76105.0,90715
8600000US90716,ZCTA5 90716,50149.0,90716
8600000US90717,ZCTA5 90717,71388.0,90717
8600000US90720,ZCTA5 90720,106332.0,90720
8600000US90723,ZCTA5 90723,55670.0,90723
8600000US90731,ZCTA5 90731,53456.0,90731
8600000US90732,ZCTA5 90732,104567.0,90732
8600000US90740,ZCTA5 90740,68947.0,90740
8600000US90742,ZCTA5 90742,82614.0,90742
8600000US90743,ZCTA5 90743,116500.0,90743
8600000US90744,ZCTA5 90744,50875.0,90744
8600000US90745,ZCTA5 90745,80176.0,90745
8600000US90746,ZCTA5 90746,89364.0,90746
8600000US90747,ZCTA5 90747,76437.11,90747
8600000US90755,ZCTA5 90755,75426.0,90755
8600000US90802,ZCTA5 90802,54616.0,90802
8600000US90803,ZCTA5 90803,90278.0,90803
8600000US90804,ZCTA5 90804,52948.0,90804
8600000US90805,ZCTA5 90805,50914.0,90805
8600000US90806,ZCTA5 90806,54437.0,90806
8600000US90807,ZCTA5 90807,78948.0,90807
8600000US90808,ZCTA5 90808,110625.0,90808
8600000US90810,ZCTA5 90810,60227.0,90810
8600000US90813,ZCTA5 90813,38449.0,90813
8600000US90814,ZCTA5 90814,73391.0,90814
8600000US90815,ZCTA5 90815,94559.0,90815
8600000US90822,ZCTA5 90822,76437.11,90822
8600000US90831,ZCTA5 90831,76437.11,90831
8600000US91001,ZCTA5 91001,101061.0,91001
8600000US91006,ZCTA5 91006,103224.0,91006
8600000US91007,ZCTA5 91007,83964.0,91007
8600000US91008,ZCTA5 91008,96500.0,91008
8600000US91010,ZCTA5 91010,74738.0,91010
8600000US91011,ZCTA5 91011,175652.0,91011
8600000US91016,ZCTA5 91016,77622.0,91016
8600000US91020,ZCTA5 91020,67742.0,91020
8600000US91024,ZCTA5 91024,100988.0,91024
8600000US91030,ZCTA5 91030,104432.0,91030
8600000US91040,ZCTA5 91040,86594.0,91040
8600000US91042,ZCTA5 91042,64532.0,91042
8600000US91046,ZCTA5 91046,76437.11,91046
8600000US91101,ZCTA5 91101,70075.0,91101
8600000US91103,ZCTA5 91103,71231.0,91103
8600000US91104,ZCTA5 91104,77919.0,91104
8600000US91105,ZCTA5 91105,131158.0,91105
8600000US91106,ZCTA5 91106,82211.0,91106
8600000US91107,ZCTA5 91107,102850.0,91107
8600000US91108,ZCTA5 91108,165765.0,91108
8600000US91201,ZCTA5 91201,60101.0,91201
8600000US91202,ZCTA5 91202,75703.0,91202
8600000US91203,ZCTA5 91203,61071.0,91203
8600000US91204,ZCTA5 91204,49122.0,91204
8600000US91205,ZCTA5 91205,44835.0,91205
8600000US91206,ZCTA5 91206,70141.0,91206
8600000US91207,ZCTA5 91207,85956.0,91207
8600000US91208,ZCTA5 91208,108374.0,91208
8600000US91210,ZCTA5 91210,135741.0,91210
8600000US91214,ZCTA5 91214,104981.0,91214
8600000US91301,ZCTA5 91301,124012.0,91301
8600000US91302,ZCTA5 91302,133996.0,91302
8600000US91303,ZCTA5 91303,61250.0,91303
8600000US91304,ZCTA5 91304,70505.0,91304
8600000US91306,ZCTA5 91306,69917.0,91306
8600000US91307,ZCTA5 91307,120474.0,91307
8600000US91311,ZCTA5 91311,91897.0,91311
8600000US91316,ZCTA5 91316,76978.0,91316
8600000US91320,ZCTA5 91320,118986.0,91320
8600000US91321,ZCTA5 91321,73187.0,91321
8600000US91324,ZCTA5 91324,80260.0,91324
8600000US91325,ZCTA5 91325,71400.0,91325
8600000US91326,ZCTA5 91326,117590.0,91326
8600000US91330,ZCTA5 91330,76437.11,91330
8600000US91331,ZCTA5 91331,63807.0,91331
8600000US91335,ZCTA5 91335,63748.0,91335
8600000US91340,ZCTA5 91340,57398.0,91340
8600000US91342,ZCTA5 91342,74050.0,91342
8600000US91343,ZCTA5 91343,66661.0,91343
8600000US91344,ZCTA5 91344,96162.0,91344
8600000US91345,ZCTA5 91345,77273.0,91345
8600000US91350,ZCTA5 91350,117707.0,91350
8600000US91351,ZCTA5 91351,81758.0,91351
8600000US91352,ZCTA5 91352,57145.0,91352
8600000US91354,ZCTA5 91354,128308.0,91354
8600000US91355,ZCTA5 91355,95696.0,91355
8600000US91356,ZCTA5 91356,76929.0,91356
8600000US91360,ZCTA5 91360,100246.0,91360
8600000US91361,ZCTA5 91361,119303.0,91361
8600000US91362,ZCTA5 91362,117566.0,91362
8600000US91364,ZCTA5 91364,106225.0,91364
8600000US91367,ZCTA5 91367,96085.0,91367
8600000US91371,ZCTA5 91371,76437.11,91371
8600000US91377,ZCTA5 91377,132578.0,91377
8600000US91381,ZCTA5 91381,135357.0,91381
8600000US91384,ZCTA5 91384,112122.0,91384
8600000US91387,ZCTA5 91387,98371.0,91387
8600000US91390,ZCTA5 91390,120617.0,91390
8600000US91401,ZCTA5 91401,53882.0,91401
8600000US91402,ZCTA5 91402,45796.0,91402
8600000US91403,ZCTA5 91403,104802.0,91403
8600000US91405,ZCTA5 91405,47037.0,91405
8600000US91406,ZCTA5 91406,59472.0,91406
8600000US91411,ZCTA5 91411,58605.0,91411
8600000US91423,ZCTA5 91423,90931.0,91423
8600000US91436,ZCTA5 91436,174085.0,91436
8600000US91501,ZCTA5 91501,67817.0,91501
8600000US91502,ZCTA5 91502,47148.0,91502
8600000US91504,ZCTA5 91504,83994.0,91504
8600000US91505,ZCTA5 91505,87138.0,91505
8600000US91506,ZCTA5 91506,81597.0,91506
8600000US91601,ZCTA5 91601,53911.0,91601
8600000US91602,ZCTA5 91602,84008.0,91602
8600000US91604,ZCTA5 91604,111341.0,91604
8600000US91605,ZCTA5 91605,50623.0,91605
8600000US91606,ZCTA5 91606,50155.0,91606
8600000US91607,ZCTA5 91607,71691.0,91607
8600000US91608,ZCTA5 91608,76437.11,91608
8600000US91701,ZCTA5 91701,100923.0,91701
8600000US91702,ZCTA5 91702,68852.0,91702
8600000US91706,ZCTA5 91706,65755.0,91706
8600000US91708,ZCTA5 91708,85545.0,91708
8600000US91709,ZCTA5 91709,106347.0,91709
8600000US91710,ZCTA5 91710,81892.0,91710
8600000US91711,ZCTA5 91711,101270.0,91711
8600000US91722,ZCTA5 91722,80089.0,91722
8600000US91723,ZCTA5 91723,64422.0,91723
8600000US91724,ZCTA5 91724,82976.0,91724
8600000US91730,ZCTA5 91730,72995.0,91730
8600000US91731,ZCTA5 91731,42293.0,91731
8600000US91732,ZCTA5 91732,51268.0,91732
8600000US91733,ZCTA5 91733,50691.0,91733
8600000US91737,ZCTA5 91737,106603.0,91737
8600000US91739,ZCTA5 91739,112790.0,91739
8600000US91740,ZCTA5 91740,85590.0,91740
8600000US91741,ZCTA5 91741,110430.0,91741
8600000US91744,ZCTA5 91744,71243.0,91744
8600000US91745,ZCTA5 91745,85975.0,91745
8600000US91746,ZCTA5 91746,70825.0,91746
8600000US91748,ZCTA5 91748,74438.0,91748
8600000US91750,ZCTA5 91750,89360.0,91750
8600000US91752,ZCTA5 91752,85296.0,91752
8600000US91754,ZCTA5 91754,63909.0,91754
8600000US91755,ZCTA5 91755,58411.0,91755
8600000US91759,ZCTA5 91759,71042.0,91759
8600000US91761,ZCTA5 91761,74072.0,91761
8600000US91762,ZCTA5 91762,60293.0,91762
8600000US91763,ZCTA5 91763,62386.0,91763
8600000US91764,ZCTA5 91764,61501.0,91764
8600000US91765,ZCTA5 91765,100480.0,91765
8600000US91766,ZCTA5 91766,59819.0,91766
8600000US91767,ZCTA5 91767,62153.0,91767
8600000US91768,ZCTA5 91768,56002.0,91768
8600000US91770,ZCTA5 91770,59776.0,91770
8600000US91773,ZCTA5 91773,86201.0,91773
8600000US91775,ZCTA5 91775,86415.0,91775
8600000US91776,ZCTA5 91776,58658.0,91776
8600000US91780,ZCTA5 91780,75672.0,91780
8600000US91784,ZCTA5 91784,130421.0,91784
8600000US91786,ZCTA5 91786,61898.0,91786
8600000US91789,ZCTA5 91789,101841.0,91789
8600000US91790,ZCTA5 91790,82128.0,91790
8600000US91791,ZCTA5 91791,84530.0,91791
8600000US91792,ZCTA5 91792,82954.0,91792
8600000US91801,ZCTA5 91801,60519.0,91801
8600000US91803,ZCTA5 91803,63264.0,91803
8600000US91901,ZCTA5 91901,88395.0,91901
8600000US91902,ZCTA5 91902,102617.0,91902
8600000US91905,ZCTA5 91905,33463.0,91905
8600000US91906,ZCTA5 91906,50387.0,91906
8600000US91910,ZCTA5 91910,65847.0,91910
8600000US91911,ZCTA5 91911,61748.0,91911
8600000US91913,ZCTA5 91913,103127.0,91913
8600000US91914,ZCTA5 91914,131563.0,91914
8600000US91915,ZCTA5 91915,115435.0,91915
8600000US91916,ZCTA5 91916,96429.0,91916
8600000US91917,ZCTA5 91917,73214.0,91917
8600000US91931,ZCTA5 91931,76437.11,91931
8600000US91932,ZCTA5 91932,53690.0,91932
8600000US91934,ZCTA5 91934,36172.0,91934
8600000US91935,ZCTA5 91935,103155.0,91935
8600000US91941,ZCTA5 91941,88225.0,91941
8600000US91942,ZCTA5 91942,64090.0,91942
8600000US91945,ZCTA5 91945,64027.0,91945
8600000US91948,ZCTA5 91948,76437.11,91948
8600000US91950,ZCTA5 91950,46708.0,91950
8600000US91962,ZCTA5 91962,109506.0,91962
8600000US91963,ZCTA5 91963,76437.11,91963
8600000US91977,ZCTA5 91977,66147.0,91977
8600000US91978,ZCTA5 91978,76660.0,91978
8600000US91980,ZCTA5 91980,76437.11,91980
8600000US92003,ZCTA5 92003,80844.0,92003
8600000US92004,ZCTA5 92004,49744.0,92004
8600000US92007,ZCTA5 92007,111901.0,92007
8600000US92008,ZCTA5 92008,84671.0,92008
8600000US92009,ZCTA5 92009,138078.0,92009
8600000US92010,ZCTA5 92010,102004.0,92010
8600000US92011,ZCTA5 92011,116382.0,92011
8600000US92014,ZCTA5 92014,155531.0,92014
8600000US92019,ZCTA5 92019,86741.0,92019
8600000US92020,ZCTA5 92020,59151.0,92020
8600000US92021,ZCTA5 92021,58414.0,92021
8600000US92024,ZCTA5 92024,116616.0,92024
8600000US92025,ZCTA5 92025,58273.0,92025
8600000US92026,ZCTA5 92026,75868.0,92026
8600000US92027,ZCTA5 92027,65989.0,92027
8600000US92028,ZCTA5 92028,74708.0,92028
8600000US92029,ZCTA5 92029,95273.0,92029
8600000US92036,ZCTA5 92036,56284.0,92036
8600000US92037,ZCTA5 92037,109194.0,92037
8600000US92040,ZCTA5 92040,79803.0,92040
8600000US92054,ZCTA5 92054,63404.0,92054
8600000US92055,ZCTA5 92055,49441.0,92055
8600000US92056,ZCTA5 92056,81583.0,92056
8600000US92057,ZCTA5 92057,75687.0,92057
8600000US92058,ZCTA5 92058,52591.0,92058
8600000US92059,ZCTA5 92059,96806.0,92059
8600000US92060,ZCTA5 92060,81225.0,92060
8600000US92061,ZCTA5 92061,44423.0,92061
8600000US92064,ZCTA5 92064,108030.0,92064
8600000US92065,ZCTA5 92065,98366.0,92065
8600000US92066,ZCTA5 92066,60938.0,92066
8600000US92067,ZCTA5 92067,174107.0,92067
8600000US92069,ZCTA5 92069,71488.0,92069
8600000US92070,ZCTA5 92070,55417.0,92070
8600000US92071,ZCTA5 92071,87334.0,92071
8600000US92075,ZCTA5 92075,106934.0,92075
8600000US92078,ZCTA5 92078,85335.0,92078
8600000US92081,ZCTA5 92081,82989.0,92081
8600000US92082,ZCTA5 92082,95889.0,92082
8600000US92083,ZCTA5 92083,67693.0,92083
8600000US92084,ZCTA5 92084,73645.0,92084
8600000US92086,ZCTA5 92086,41083.0,92086
8600000US92091,ZCTA5 92091,155789.0,92091
8600000US92101,ZCTA5 92101,71925.0,92101
8600000US92102,ZCTA5 92102,51744.0,92102
8600000US92103,ZCTA5 92103,78720.0,92103
8600000US92104,ZCTA5 92104,67668.0,92104
8600000US92105,ZCTA5 92105,43282.0,92105
8600000US92106,ZCTA5 92106,103840.0,92106
8600000US92107,ZCTA5 92107,85299.0,92107
8600000US92108,ZCTA5 92108,75296.0,92108
8600000US92109,ZCTA5 92109,80467.0,92109
8600000US92110,ZCTA5 92110,73651.0,92110
8600000US92111,ZCTA5 92111,74217.0,92111
8600000US92113,ZCTA5 92113,40310.0,92113
8600000US92114,ZCTA5 92114,66015.0,92114
8600000US92115,ZCTA5 92115,51636.0,92115
8600000US92116,ZCTA5 92116,74559.0,92116
8600000US92117,ZCTA5 92117,86243.0,92117
8600000US92118,ZCTA5 92118,108967.0,92118
8600000US92119,ZCTA5 92119,92500.0,92119
8600000US92120,ZCTA5 92120,97747.0,92120
8600000US92121,ZCTA5 92121,107786.0,92121
8600000US92122,ZCTA5 92122,79816.0,92122
8600000US92123,ZCTA5 92123,81899.0,92123
8600000US92124,ZCTA5 92124,93147.0,92124
8600000US92126,ZCTA5 92126,96915.0,92126
8600000US92127,ZCTA5 92127,138338.0,92127
8600000US92128,ZCTA5 92128,103238.0,92128
8600000US92129,ZCTA5 92129,125250.0,92129
8600000US92130,ZCTA5 92130,155452.0,92130
8600000US92131,ZCTA5 92131,137500.0,92131
8600000US92132,ZCTA5 92132,76437.11,92132
8600000US92134,ZCTA5 92134,76437.11,92134
8600000US92135,ZCTA5 92135,76437.11,92135
8600000US92139,ZCTA5 92139,69541.0,92139
8600000US92140,ZCTA5 92140,76437.11,92140
8600000US92145,ZCTA5 92145,202266.0,92145
8600000US92147,ZCTA5 92147,76437.11,92147
8600000US92154,ZCTA5 92154,66498.0,92154
8600000US92155,ZCTA5 92155,76437.11,92155
8600000US92173,ZCTA5 92173,46549.0,92173
8600000US92201,ZCTA5 92201,45848.0,92201
8600000US92203,ZCTA5 92203,71711.0,92203
8600000US92210,ZCTA5 92210,103750.0,92210
8600000US92211,ZCTA5 92211,63936.0,92211
8600000US92220,ZCTA5 92220,42963.0,92220
8600000US92222,ZCTA5 92222,76437.11,92222
8600000US92223,ZCTA5 92223,80148.0,92223
8600000US92225,ZCTA5 92225,44647.0,92225
8600000US92227,ZCTA5 92227,43061.0,92227
8600000US92230,ZCTA5 92230,49286.0,92230
8600000US92231,ZCTA5 92231,43504.0,92231
8600000US92233,ZCTA5 92233,37009.0,92233
8600000US92234,ZCTA5 92234,46521.0,92234
8600000US92236,ZCTA5 92236,34436.0,92236
8600000US92239,ZCTA5 92239,32396.0,92239
8600000US92240,ZCTA5 92240,37060.0,92240
8600000US92241,ZCTA5 92241,30933.0,92241
8600000US92242,ZCTA5 92242,33276.0,92242
8600000US92243,ZCTA5 92243,48290.0,92243
8600000US92249,ZCTA5 92249,47021.0,92249
8600000US92250,ZCTA5 92250,51250.0,92250
8600000US92251,ZCTA5 92251,83566.0,92251
8600000US92252,ZCTA5 92252,38333.0,92252
8600000US92253,ZCTA5 92253,79027.0,92253
8600000US92254,ZCTA5 92254,24194.0,92254
